time	V(a)	V(b)	V(out)
4.603967020841133e-004	4.706275e+000	2.353377e+000	2.401211e+000
4.620057660416701e-004	4.341008e+000	2.170709e+000	2.211748e+000
4.639588910416701e-004	3.945202e+000	1.972769e+000	2.006287e+000
4.659120160416701e-004	3.609447e+000	1.804857e+000	1.831598e+000
4.678651410416701e-004	3.338797e+000	1.669500e+000	1.689894e+000
4.688417035416701e-004	3.229201e+000	1.614687e+000	1.632012e+000
4.698182660416701e-004	3.137330e+000	1.568736e+000	1.583041e+000
4.707948285416701e-004	3.063530e+000	1.531822e+000	1.543145e+000
4.717713910416701e-004	3.008080e+000	1.504082e+000	1.512454e+000
4.727479535416701e-004	2.971190e+000	1.485622e+000	1.491062e+000
4.737245160416701e-004	2.953000e+000	1.476512e+000	1.479034e+000
4.747010785416701e-004	2.953577e+000	1.476786e+000	1.476401e+000
4.756776410416701e-004	2.972921e+000	1.486444e+000	1.483158e+000
4.766542035416701e-004	3.010960e+000	1.505449e+000	1.499260e+000
4.776307660416701e-004	3.067551e+000	1.533730e+000	1.524630e+000
4.786073285416701e-004	3.142482e+000	1.571181e+000	1.559157e+000
4.795838910416701e-004	3.235471e+000	1.617661e+000	1.602693e+000
4.805604535416701e-004	3.346170e+000	1.672995e+000	1.655056e+000
4.825135785416701e-004	3.618966e+000	1.809363e+000	1.785359e+000
4.844667035416702e-004	3.956773e+000	1.978235e+000	1.947912e+000
4.864198285416702e-004	4.354516e+000	2.177073e+000	2.140005e+000
4.883729535416702e-004	4.806216e+000	2.402885e+000	2.358321e+000
4.893495160416702e-004	5.050209e+000	2.524859e+000	2.475792e+000
4.903260785416702e-004	5.305087e+000	2.652255e+000	2.594510e+000
4.913026410416702e-004	5.569358e+000	2.784269e+000	2.702128e+000
4.920391202874676e-004	5.774810e+000	2.886772e+000	2.760206e+000
4.928620961586817e-004	6.010310e+000	3.004119e+000	2.796928e+000
4.936765854135220e-004	6.248389e+000	3.122672e+000	2.818214e+000
4.945478222272229e-004	6.508070e+000	3.251945e+000	2.833999e+000
4.955243847272229e-004	6.804082e+000	3.399282e+000	2.847359e+000
4.974775097272229e-004	7.407531e+000	3.699600e+000	2.866548e+000
4.994306347272229e-004	8.019041e+000	4.003903e+000	2.880356e+000
5.013837597272229e-004	8.629421e+000	4.307628e+000	2.890996e+000
5.033368847272229e-004	9.229495e+000	4.606215e+000	2.899519e+000
5.052900097272229e-004	9.810242e+000	4.895178e+000	2.906502e+000
5.072431347272229e-004	1.036293e+001	5.170176e+000	2.912293e+000
5.082196972272229e-004	1.062614e+001	5.301137e+000	2.914815e+000
5.091962597272229e-004	1.087925e+001	5.427077e+000	2.917117e+000
5.101728222272229e-004	1.112133e+001	5.547523e+000	2.919216e+000
5.111493847272229e-004	1.135145e+001	5.662021e+000	2.921127e+000
5.121259472272229e-004	1.156876e+001	5.770141e+000	2.922862e+000
5.131025097272229e-004	1.177242e+001	5.871476e+000	2.924431e+000
5.140790722272229e-004	1.196169e+001	5.965646e+000	2.925842e+000
5.150556347272229e-004	1.213584e+001	6.052296e+000	2.927104e+000
5.160321972272229e-004	1.229423e+001	6.131101e+000	2.928223e+000
5.170087597272229e-004	1.243625e+001	6.201764e+000	2.929204e+000
5.179853222272229e-004	1.256138e+001	6.264019e+000	2.930052e+000
5.189618847272229e-004	1.266913e+001	6.317633e+000	2.930770e+000
5.199384472272229e-004	1.275912e+001	6.362404e+000	2.931362e+000
5.209150097272229e-004	1.283099e+001	6.398164e+000	2.931830e+000
5.218915722272229e-004	1.288448e+001	6.424778e+000	2.932176e+000
5.228681347272229e-004	1.291939e+001	6.442148e+000	2.932401e+000
5.238446972272229e-004	1.293559e+001	6.450207e+000	2.932507e+000
5.248212597272229e-004	1.293302e+001	6.448925e+000	2.932494e+000
5.257978222272229e-004	1.291168e+001	6.438309e+000	2.932362e+000
5.267743847272229e-004	1.287166e+001	6.418397e+000	2.932110e+000
5.277509472272229e-004	1.281311e+001	6.389266e+000	2.931737e+000
5.287275097272229e-004	1.273625e+001	6.351025e+000	2.931242e+000
5.297040722272229e-004	1.264137e+001	6.303818e+000	2.930623e+000
5.306806347272229e-004	1.252883e+001	6.247823e+000	2.929877e+000
5.316571972272229e-004	1.239905e+001	6.183252e+000	2.929001e+000
5.326337597272229e-004	1.225252e+001	6.110347e+000	2.927990e+000
5.336103222272229e-004	1.208979e+001	6.029383e+000	2.926841e+000
5.345868847272229e-004	1.191148e+001	5.940666e+000	2.925548e+000
5.355634472272229e-004	1.171826e+001	5.844528e+000	2.924104e+000
5.365400097272229e-004	1.151085e+001	5.741333e+000	2.922501e+000
5.375165722272229e-004	1.129004e+001	5.631469e+000	2.920731e+000
5.384931347272229e-004	1.105666e+001	5.515349e+000	2.918783e+000
5.394696972272229e-004	1.081159e+001	5.393411e+000	2.916644e+000
5.404462597272229e-004	1.055575e+001	5.266114e+000	2.914300e+000
5.414228222272229e-004	1.029010e+001	5.133937e+000	2.911733e+000
5.433759472272229e-004	9.733412e+000	4.856951e+000	2.905840e+000
5.453290722272229e-004	9.149915e+000	4.566618e+000	2.898735e+000
5.472821972272229e-004	8.548386e+000	4.267306e+000	2.890060e+000
5.492353222272229e-004	7.937875e+000	3.963516e+000	2.879222e+000
5.511884472272229e-004	7.327571e+000	3.659812e+000	2.865133e+000
5.521650097272229e-004	7.025370e+000	3.509419e+000	2.856240e+000
5.531415722272229e-004	6.726656e+000	3.360752e+000	2.845480e+000
5.541181347272229e-004	6.432555e+000	3.214365e+000	2.831956e+000
5.550946972272229e-004	6.144174e+000	3.070802e+000	2.813868e+000
5.560712597272229e-004	5.862597e+000	2.930583e+000	2.787415e+000
5.570478222272229e-004	5.588887e+000	2.794198e+000	2.744940e+000
5.580243847272229e-004	5.324074e+000	2.662107e+000	2.676135e+000
5.590009472272229e-004	5.068281e+000	2.534363e+000	2.578877e+000
5.596698036443712e-004	4.899016e+000	2.449757e+000	2.499516e+000
5.602309829265524e-004	4.761598e+000	2.381042e+000	2.429633e+000
5.617591700372185e-004	4.410757e+000	2.205590e+000	2.247772e+000
5.637122950372185e-004	4.007678e+000	2.004011e+000	2.038518e+000
5.656654200372185e-004	3.663945e+000	1.832110e+000	1.859743e+000
5.676185450372185e-004	3.384732e+000	1.692472e+000	1.713697e+000
5.685951075372185e-004	3.270674e+000	1.635428e+000	1.653562e+000
5.695716700372185e-004	3.174244e+000	1.587197e+000	1.602295e+000
5.705482325372185e-004	3.095804e+000	1.547962e+000	1.560064e+000
5.715247950372185e-004	3.035650e+000	1.517871e+000	1.527008e+000
5.725013575372185e-004	2.994010e+000	1.497036e+000	1.503233e+000
5.734779200372185e-004	2.971041e+000	1.485537e+000	1.488809e+000
5.744544825372185e-004	2.966829e+000	1.483416e+000	1.483774e+000
5.754310450372185e-004	2.981391e+000	1.490683e+000	1.488132e+000
5.764076075372185e-004	3.014673e+000	1.507309e+000	1.501852e+000
5.773841700372185e-004	3.066549e+000	1.533233e+000	1.524864e+000
5.783607325372185e-004	3.136826e+000	1.568357e+000	1.557064e+000
5.793372950372185e-004	3.225239e+000	1.612548e+000	1.598312e+000
5.803138575372185e-004	3.331456e+000	1.665642e+000	1.648437e+000
5.822669825372185e-004	3.595640e+000	1.797704e+000	1.774446e+000
5.842201075372185e-004	3.925407e+000	1.962556e+000	1.933005e+000
5.861732325372185e-004	4.315803e+000	2.157720e+000	2.121472e+000
5.881263575372185e-004	4.760959e+000	2.380261e+000	2.336614e+000
5.891029200372185e-004	5.002010e+000	2.500765e+000	2.452820e+000
5.900794825372185e-004	5.254183e+000	2.626816e+000	2.571770e+000
5.910560450372185e-004	5.516018e+000	2.757638e+000	2.683359e+000
5.918091338322084e-004	5.724469e+000	2.861667e+000	2.748289e+000
5.926578896575002e-004	5.965979e+000	2.982034e+000	2.790900e+000
5.936094509249063e-004	6.243071e+000	3.120023e+000	2.817590e+000
5.944770127723696e-004	6.501037e+000	3.248445e+000	2.833701e+000
5.954535752723696e-004	6.796659e+000	3.395587e+000	2.847101e+000
5.974067002723696e-004	7.399555e+000	3.695631e+000	2.866338e+000
5.993598252723696e-004	8.010846e+000	3.999825e+000	2.880195e+000
6.013129502723696e-004	8.621341e+000	4.303607e+000	2.890870e+000
6.032660752723696e-004	9.221860e+000	4.602415e+000	2.899420e+000
6.052192002723696e-004	9.803376e+000	4.891761e+000	2.906425e+000
6.071723252723696e-004	1.035715e+001	5.167297e+000	2.912236e+000
6.081488877723696e-004	1.062100e+001	5.298582e+000	2.914767e+000
6.091254502723696e-004	1.087484e+001	5.424881e+000	2.917078e+000
6.101020127723696e-004	1.111771e+001	5.545720e+000	2.919185e+000
6.110785752723696e-004	1.134868e+001	5.660643e+000	2.921104e+000
6.120551377723696e-004	1.156690e+001	5.769218e+000	2.922847e+000
6.130317002723696e-004	1.177154e+001	5.871038e+000	2.924424e+000
6.140082627723696e-004	1.196184e+001	5.965719e+000	2.925843e+000
6.149848252723696e-004	1.213707e+001	6.052905e+000	2.927113e+000
6.159613877723696e-004	1.229658e+001	6.132267e+000	2.928239e+000
6.169379502723696e-004	1.243976e+001	6.203509e+000	2.929228e+000
6.179145127723696e-004	1.256609e+001	6.266362e+000	2.930083e+000
6.188910752723696e-004	1.267508e+001	6.320589e+000	2.930809e+000
6.198676377723696e-004	1.276632e+001	6.365987e+000	2.931408e+000
6.208442002723696e-004	1.283948e+001	6.402385e+000	2.931884e+000
6.218207627723696e-004	1.289427e+001	6.429646e+000	2.932238e+000
6.227973252723696e-004	1.293049e+001	6.447668e+000	2.932471e+000
6.237738877723696e-004	1.294801e+001	6.456384e+000	2.932585e+000
6.247504502723696e-004	1.294675e+001	6.455760e+000	2.932581e+000
6.257270127723696e-004	1.292673e+001	6.445799e+000	2.932457e+000
6.267035752723696e-004	1.288802e+001	6.426539e+000	2.932214e+000
6.276801377723696e-004	1.283077e+001	6.398054e+000	2.931850e+000
6.286567002723696e-004	1.275519e+001	6.360449e+000	2.931365e+000
6.296332627723696e-004	1.266156e+001	6.313867e+000	2.930756e+000
6.306098252723696e-004	1.255025e+001	6.258483e+000	2.930020e+000
6.315863877723696e-004	1.242167e+001	6.194506e+000	2.929155e+000
6.325629502723696e-004	1.227629e+001	6.122177e+000	2.928156e+000
6.335395127723696e-004	1.211468e+001	6.041768e+000	2.927019e+000
6.345160752723696e-004	1.193744e+001	5.953582e+000	2.925739e+000
6.354926377723696e-004	1.174524e+001	5.857951e+000	2.924309e+000
6.364692002723696e-004	1.153880e+001	5.755236e+000	2.922721e+000
6.374457627723696e-004	1.131889e+001	5.645822e+000	2.920966e+000
6.384223252723696e-004	1.108636e+001	5.530122e+000	2.919035e+000
6.393988877723696e-004	1.084206e+001	5.408572e+000	2.916915e+000
6.403754502723696e-004	1.058693e+001	5.281629e+000	2.914592e+000
6.413520127723696e-004	1.032192e+001	5.149770e+000	2.912048e+000
6.433051377723696e-004	9.766289e+000	4.873309e+000	2.906210e+000
6.452582627723696e-004	9.183537e+000	4.583347e+000	2.899175e+000
6.472113877723696e-004	8.582429e+000	4.284246e+000	2.890597e+000
6.491645127723696e-004	7.972009e+000	3.980501e+000	2.879899e+000
6.511176377723696e-004	7.361462e+000	3.676678e+000	2.866035e+000
6.530707627723696e-004	6.759974e+000	3.377334e+000	2.846804e+000
6.540473252723696e-004	6.465464e+000	3.230747e+000	2.833663e+000
6.550238877723696e-004	6.176594e+000	3.086944e+000	2.816235e+000
6.560004502723696e-004	5.894452e+000	2.946449e+000	2.791056e+000
6.569770127723696e-004	5.620100e+000	2.809757e+000	2.751019e+000
6.579535752723696e-004	5.354571e+000	2.677328e+000	2.685778e+000
6.589301377723696e-004	5.098114e+000	2.549270e+000	2.591774e+000
6.596408310429730e-004	4.917834e+000	2.459165e+000	2.508700e+000
6.602044358017913e-004	4.779539e+000	2.390013e+000	2.438764e+000
6.617321952896438e-004	4.428190e+000	2.214307e+000	2.256693e+000
6.636853202896438e-004	4.024260e+000	2.012303e+000	2.046974e+000
6.656384452896438e-004	3.679599e+000	1.839938e+000	1.867709e+000
6.675915702896438e-004	3.399394e+000	1.699804e+000	1.721149e+000
6.685681327896438e-004	3.284820e+000	1.642501e+000	1.660749e+000
6.695446952896438e-004	3.187863e+000	1.594007e+000	1.609213e+000
6.705212577896438e-004	3.108887e+000	1.554504e+000	1.566709e+000
6.714978202896438e-004	3.048190e+000	1.524141e+000	1.533377e+000
6.724743827896438e-004	3.006001e+000	1.503032e+000	1.509323e+000
6.734509452896438e-004	2.982480e+000	1.491257e+000	1.494620e+000
6.744275077896438e-004	2.977715e+000	1.488860e+000	1.489304e+000
6.754040702896438e-004	2.991725e+000	1.495850e+000	1.493383e+000
6.763806327896438e-004	3.024457e+000	1.512201e+000	1.506825e+000
6.773571952896438e-004	3.075788e+000	1.537852e+000	1.529562e+000
6.783337577896438e-004	3.145526e+000	1.572707e+000	1.561488e+000
6.793103202896438e-004	3.233408e+000	1.616633e+000	1.602469e+000
6.802868827896438e-004	3.339105e+000	1.669467e+000	1.652331e+000
6.822400077896438e-004	3.602285e+000	1.801027e+000	1.777832e+000
6.841931327896438e-004	3.931112e+000	1.965408e+000	1.935914e+000
6.861462577896438e-004	4.320642e+000	2.160140e+000	2.123941e+000
6.880993827896438e-004	4.765018e+000	2.382291e+000	2.338684e+000
6.890759452896438e-004	5.005717e+000	2.502619e+000	2.454701e+000
6.900525077896438e-004	5.257563e+000	2.628506e+000	2.573406e+000
6.910290702896438e-004	5.519093e+000	2.759174e+000	2.684577e+000
6.917811373367396e-004	5.727042e+000	2.862951e+000	2.748999e+000
6.926282698386633e-004	5.967715e+000	2.982900e+000	2.791478e+000
6.934879207889926e-004	6.217603e+000	3.107344e+000	2.815841e+000
6.943909661571988e-004	6.485643e+000	3.240782e+000	2.832834e+000
6.953675286571988e-004	6.780743e+000	3.387666e+000	2.846481e+000
6.973206536571988e-004	7.382995e+000	3.687390e+000	2.865901e+000
6.992737786571988e-004	7.994046e+000	3.991465e+000	2.879864e+000
7.012269036571988e-004	8.604706e+000	4.295330e+000	2.890609e+000
7.031800286571988e-004	9.205794e+000	4.594421e+000	2.899210e+000
7.051331536571988e-004	9.788271e+000	4.884246e+000	2.906256e+000
7.070862786571988e-004	1.034338e+001	5.160448e+000	2.912100e+000
7.080628411571988e-004	1.060804e+001	5.292133e+000	2.914645e+000
7.090394036571988e-004	1.086277e+001	5.418876e+000	2.916970e+000
7.100159661571988e-004	1.110661e+001	5.540198e+000	2.919091e+000
7.109925286571988e-004	1.133864e+001	5.655645e+000	2.921022e+000
7.119690911571988e-004	1.155798e+001	5.764781e+000	2.922777e+000
7.129456536571988e-004	1.176382e+001	5.867197e+000	2.924365e+000
7.139222161571988e-004	1.195538e+001	5.962506e+000	2.925796e+000
7.148987786571988e-004	1.213194e+001	6.050351e+000	2.927076e+000
7.158753411571988e-004	1.229282e+001	6.130401e+000	2.928213e+000
7.168519036571988e-004	1.243744e+001	6.202354e+000	2.929212e+000
7.178284661571988e-004	1.256524e+001	6.265942e+000	2.930077e+000
7.188050286571988e-004	1.267575e+001	6.320922e+000	2.930813e+000
7.197815911571988e-004	1.276854e+001	6.367091e+000	2.931422e+000
7.207581536571988e-004	1.284327e+001	6.404273e+000	2.931908e+000
7.217347161571988e-004	1.289966e+001	6.432329e+000	2.932272e+000
7.227112786571988e-004	1.293749e+001	6.451154e+000	2.932515e+000
7.236878411571988e-004	1.295663e+001	6.460676e+000	2.932640e+000
7.246644036571988e-004	1.295700e+001	6.460861e+000	2.932645e+000
7.256409661571988e-004	1.293861e+001	6.451708e+000	2.932532e+000
7.266175286571988e-004	1.290151e+001	6.433250e+000	2.932300e+000
7.275940911571988e-004	1.284585e+001	6.405559e+000	2.931947e+000
7.285706536571988e-004	1.277185e+001	6.368738e+000	2.931473e+000
7.295472161571988e-004	1.267977e+001	6.322926e+000	2.930875e+000
7.305237786571988e-004	1.256997e+001	6.268295e+000	2.930152e+000
7.315003411571988e-004	1.244286e+001	6.205052e+000	2.929299e+000
7.324769036571988e-004	1.229892e+001	6.133434e+000	2.928313e+000
7.334534661571988e-004	1.213869e+001	6.053711e+000	2.927190e+000
7.344300286571988e-004	1.196277e+001	5.966184e+000	2.925924e+000
7.354065911571988e-004	1.177183e+001	5.871181e+000	2.924509e+000
7.363831536571988e-004	1.156658e+001	5.769060e+000	2.922938e+000
7.373597161571988e-004	1.134780e+001	5.660207e+000	2.921201e+000
7.383362786571988e-004	1.111632e+001	5.545030e+000	2.919289e+000
7.393128411571988e-004	1.087299e+001	5.423963e+000	2.917189e+000
7.402894036571988e-004	1.061875e+001	5.297462e+000	2.914888e+000
7.412659661571988e-004	1.035454e+001	5.166003e+000	2.912369e+000
7.432190911571988e-004	9.800249e+000	4.890206e+000	2.906588e+000
7.451722161571988e-004	9.218454e+000	4.600722e+000	2.899628e+000
7.471253411571988e-004	8.617911e+000	4.301902e+000	2.891149e+000
7.490784661571988e-004	8.007655e+000	3.998239e+000	2.880595e+000
7.510315911571988e-004	7.396865e+000	3.694296e+000	2.866960e+000
7.529847161571988e-004	6.794732e+000	3.394634e+000	2.848149e+000
7.539612786571988e-004	6.499752e+000	3.247814e+000	2.835383e+000
7.549378411571988e-004	6.210314e+000	3.103732e+000	2.818590e+000
7.559144036571988e-004	5.927510e+000	2.962914e+000	2.794622e+000
7.568909661571988e-004	5.652403e+000	2.825857e+000	2.756925e+000
7.578675286571988e-004	5.386030e+000	2.693026e+000	2.695241e+000
7.588440911571988e-004	5.128831e+000	2.564615e+000	2.604519e+000
7.596205640801407e-004	4.931393e+000	2.465942e+000	2.515144e+000
7.601925796576906e-004	4.790810e+000	2.395649e+000	2.444457e+000
7.617278599019666e-004	4.437487e+000	2.218956e+000	2.261425e+000
7.636809849019666e-004	4.033381e+000	2.016864e+000	2.051598e+000
7.656341099019666e-004	3.688530e+000	1.844404e+000	1.872223e+000
7.675872349019666e-004	3.408126e+000	1.704170e+000	1.725554e+000
7.685637974019666e-004	3.293449e+000	1.646816e+000	1.665099e+000
7.695403599019666e-004	3.196387e+000	1.598270e+000	1.613507e+000
7.705169224019666e-004	3.117306e+000	1.558714e+000	1.570947e+000
7.714934849019666e-004	3.056502e+000	1.528297e+000	1.537558e+000
7.724700474019666e-004	3.014206e+000	1.507134e+000	1.513448e+000
7.734466099019666e-004	2.990576e+000	1.495305e+000	1.498688e+000
7.744231724019666e-004	2.985703e+000	1.492854e+000	1.493316e+000
7.753997349019666e-004	2.999604e+000	1.499790e+000	1.497338e+000
7.763762974019666e-004	3.032228e+000	1.516087e+000	1.510724e+000
7.773528599019666e-004	3.083452e+000	1.541685e+000	1.533405e+000
7.783294224019666e-004	3.153084e+000	1.576486e+000	1.565276e+000
7.793059849019666e-004	3.240862e+000	1.620360e+000	1.606202e+000
7.802825474019666e-004	3.346456e+000	1.673142e+000	1.656010e+000
7.822356724019666e-004	3.609437e+000	1.804603e+000	1.781406e+000
7.841887974019666e-004	3.938075e+000	1.968890e+000	1.939386e+000
7.861419224019666e-004	4.327427e+000	2.163533e+000	2.127315e+000
7.880950474019666e-004	4.771642e+000	2.385603e+000	2.341963e+000
7.890716099019666e-004	5.012265e+000	2.505893e+000	2.457918e+000
7.900481724019666e-004	5.264040e+000	2.631743e+000	2.576420e+000
7.910247349019666e-004	5.525496e+000	2.762371e+000	2.686998e+000
7.917737852864732e-004	5.732546e+000	2.865696e+000	2.750443e+000
7.926170633162541e-004	5.972027e+000	2.985049e+000	2.792111e+000
7.934656054828264e-004	6.218564e+000	3.107822e+000	2.815942e+000
7.943651673496455e-004	6.485429e+000	3.240675e+000	2.832820e+000
7.953417298496455e-004	6.780378e+000	3.387484e+000	2.846461e+000
7.972948548496455e-004	7.382407e+000	3.687097e+000	2.865885e+000
7.992479798496455e-004	7.993355e+000	3.991121e+000	2.879850e+000
8.012011048496455e-004	8.604034e+000	4.294995e+000	2.890598e+000
8.031542298496455e-004	9.205262e+000	4.594156e+000	2.899203e+000
8.051073548496456e-004	9.787997e+000	4.884109e+000	2.906252e+000
8.070604798496456e-004	1.034348e+001	5.160496e+000	2.912100e+000
8.080370423496456e-004	1.060837e+001	5.292295e+000	2.914649e+000
8.090136048496456e-004	1.086335e+001	5.419163e+000	2.916975e+000
8.099901673496456e-004	1.110746e+001	5.540624e+000	2.919098e+000
8.109667298496456e-004	1.133979e+001	5.656220e+000	2.921031e+000
8.119432923496456e-004	1.155946e+001	5.765517e+000	2.922788e+000
8.129198548496456e-004	1.176565e+001	5.868104e+000	2.924379e+000
8.138964173496456e-004	1.195757e+001	5.963595e+000	2.925811e+000
8.148729798496456e-004	1.213451e+001	6.051631e+000	2.927094e+000
8.158495423496456e-004	1.229580e+001	6.131879e+000	2.928233e+000
8.168261048496456e-004	1.244083e+001	6.204040e+000	2.929235e+000
8.178026673496456e-004	1.256906e+001	6.267840e+000	2.930102e+000
8.187792298496456e-004	1.268000e+001	6.323040e+000	2.930841e+000
8.197557923496456e-004	1.277325e+001	6.369433e+000	2.931453e+000
8.207323548496456e-004	1.284844e+001	6.406844e+000	2.931941e+000
8.217089173496456e-004	1.290529e+001	6.435132e+000	2.932307e+000
8.226854798496456e-004	1.294360e+001	6.454191e+000	2.932554e+000
8.236620423496456e-004	1.296321e+001	6.463949e+000	2.932681e+000
8.246386048496456e-004	1.296406e+001	6.464370e+000	2.932690e+000
8.256151673496456e-004	1.294613e+001	6.455452e+000	2.932580e+000
8.265917298496456e-004	1.290951e+001	6.437230e+000	2.932350e+000
8.275682923496456e-004	1.285432e+001	6.409770e+000	2.932001e+000
8.285448548496456e-004	1.278077e+001	6.373178e+000	2.931530e+000
8.295214173496456e-004	1.268915e+001	6.327592e+000	2.930937e+000
8.304979798496456e-004	1.257979e+001	6.273181e+000	2.930217e+000
8.314745423496456e-004	1.245311e+001	6.210152e+000	2.929368e+000
8.324511048496456e-004	1.230959e+001	6.138741e+000	2.928387e+000
8.334276673496456e-004	1.214976e+001	6.059219e+000	2.927269e+000
8.344042298496456e-004	1.197423e+001	5.971883e+000	2.926008e+000
8.353807923496456e-004	1.178365e+001	5.877063e+000	2.924598e+000
8.363573548496456e-004	1.157875e+001	5.775115e+000	2.923033e+000
8.373339173496456e-004	1.136030e+001	5.666424e+000	2.921302e+000
8.383104798496456e-004	1.112912e+001	5.551399e+000	2.919397e+000
8.392870423496456e-004	1.088608e+001	5.430471e+000	2.917305e+000
8.402636048496456e-004	1.063209e+001	5.304098e+000	2.915012e+000
8.412401673496456e-004	1.036811e+001	5.172753e+000	2.912502e+000
8.431932923496456e-004	9.814197e+000	4.897146e+000	2.906743e+000
8.451464173496456e-004	9.232670e+000	4.607795e+000	2.899811e+000
8.470995423496456e-004	8.632277e+000	4.309050e+000	2.891371e+000
8.490526673496456e-004	8.022048e+000	4.005402e+000	2.880873e+000
8.510057923496456e-004	7.411167e+000	3.701413e+000	2.867328e+000
8.529589173496456e-004	6.808821e+000	3.401646e+000	2.848683e+000
8.539354798496456e-004	6.513689e+000	3.254751e+000	2.836066e+000
8.549120423496456e-004	6.224072e+000	3.110581e+000	2.819522e+000
8.558886048496456e-004	5.941060e+000	2.969661e+000	2.796027e+000
8.568651673496456e-004	5.665717e+000	2.832492e+000	2.759251e+000
8.578417298496456e-004	5.399080e+000	2.699538e+000	2.699022e+000
8.588182923496456e-004	5.141691e+000	2.571039e+000	2.609674e+000
8.596297223161927e-004	4.935289e+000	2.467890e+000	2.516924e+000
8.602079133066500e-004	4.793217e+000	2.396853e+000	2.445647e+000
8.617498789406929e-004	4.438681e+000	2.219553e+000	2.261976e+000
8.637030039406929e-004	4.035172e+000	2.017760e+000	2.052446e+000
8.656561289406929e-004	3.690984e+000	1.845631e+000	1.873400e+000
8.676092539406929e-004	3.411295e+000	1.705754e+000	1.727086e+000
8.685858164406929e-004	3.296992e+000	1.648587e+000	1.666817e+000
8.695623789406929e-004	3.200314e+000	1.600233e+000	1.615414e+000
8.705389414406929e-004	3.121623e+000	1.560872e+000	1.573048e+000
8.715155039406929e-004	3.061216e+000	1.530654e+000	1.539857e+000
8.724920664406929e-004	3.019320e+000	1.509691e+000	1.515946e+000
8.734686289406929e-004	2.996095e+000	1.498064e+000	1.501387e+000
8.744451914406929e-004	2.991627e+000	1.495815e+000	1.496215e+000
8.754217539406929e-004	3.005933e+000	1.502954e+000	1.500438e+000
8.763983164406929e-004	3.038960e+000	1.519453e+000	1.514024e+000
8.773748789406929e-004	3.090584e+000	1.545250e+000	1.536902e+000
8.783514414406929e-004	3.160610e+000	1.580249e+000	1.568969e+000
8.793280039406929e-004	3.248776e+000	1.624317e+000	1.610086e+000
8.803045664406929e-004	3.354749e+000	1.677289e+000	1.660081e+000
8.822576914406929e-004	3.618459e+000	1.809113e+000	1.785835e+000
8.842108164406929e-004	3.947775e+000	1.973739e+000	1.944145e+000
8.861639414406929e-004	4.337746e+000	2.168691e+000	2.132370e+000
8.881170664406929e-004	4.782507e+000	2.391035e+000	2.347267e+000
8.890936289406929e-004	5.023375e+000	2.511446e+000	2.463301e+000
8.900701914406929e-004	5.275373e+000	2.637407e+000	2.581599e+000
8.910467539406929e-004	5.537020e+000	2.768126e+000	2.691232e+000
8.917906684656632e-004	5.742761e+000	2.870792e+000	2.753020e+000
8.926271582902144e-004	5.980386e+000	2.989213e+000	2.793260e+000
8.934638166757462e-004	6.223481e+000	3.110271e+000	2.816346e+000
8.943540656153283e-004	6.487553e+000	3.241732e+000	2.832932e+000
8.953306281153283e-004	6.782441e+000	3.388511e+000	2.846532e+000
8.972837531153283e-004	7.384359e+000	3.688069e+000	2.865937e+000
8.992368781153283e-004	7.995249e+000	3.992064e+000	2.879888e+000
9.011900031153283e-004	8.605923e+000	4.295935e+000	2.890628e+000
9.031431281153283e-004	9.207196e+000	4.595119e+000	2.899228e+000
9.050962531153283e-004	9.790030e+000	4.885120e+000	2.906275e+000
9.070493781153283e-004	1.034565e+001	5.161580e+000	2.912122e+000
9.080259406153283e-004	1.061063e+001	5.293424e+000	2.914670e+000
9.090025031153283e-004	1.086572e+001	5.420342e+000	2.916996e+000
9.099790656153283e-004	1.110995e+001	5.541859e+000	2.919119e+000
9.109556281153283e-004	1.134240e+001	5.657516e+000	2.921053e+000
9.119321906153283e-004	1.156220e+001	5.766880e+000	2.922810e+000
9.129087531153283e-004	1.176853e+001	5.869537e+000	2.924400e+000
9.138853156153283e-004	1.196060e+001	5.965103e+000	2.925833e+000
9.148618781153283e-004	1.213770e+001	6.053217e+000	2.927117e+000
9.158384406153283e-004	1.229915e+001	6.133548e+000	2.928257e+000
9.168150031153283e-004	1.244435e+001	6.205794e+000	2.929259e+000
9.177915656153283e-004	1.257276e+001	6.269683e+000	2.930127e+000
9.187681281153283e-004	1.268389e+001	6.324974e+000	2.930866e+000
9.197446906153283e-004	1.277732e+001	6.371460e+000	2.931479e+000
9.207212531153283e-004	1.285270e+001	6.408966e+000	2.931968e+000
9.216978156153283e-004	1.290975e+001	6.437351e+000	2.932336e+000
9.226743781153283e-004	1.294825e+001	6.456508e+000	2.932583e+000
9.236509406153283e-004	1.296806e+001	6.466364e+000	2.932712e+000
9.246275031153283e-004	1.296911e+001	6.466884e+000	2.932721e+000
9.256040656153283e-004	1.295138e+001	6.458064e+000	2.932613e+000
9.265806281153283e-004	1.291495e+001	6.439939e+000	2.932385e+000
9.275571906153283e-004	1.285996e+001	6.412577e+000	2.932037e+000
9.285337531153283e-004	1.278661e+001	6.376081e+000	2.931568e+000
9.295103156153283e-004	1.269517e+001	6.330587e+000	2.930976e+000
9.304868781153283e-004	1.258600e+001	6.276268e+000	2.930258e+000
9.314634406153283e-004	1.245950e+001	6.213328e+000	2.929412e+000
9.324400031153283e-004	1.231614e+001	6.142004e+000	2.928432e+000
